GSM1701025	GSM1701026	GSM1701027	GSM1701028	GSM1701029	GSM1701030	GSM1701031	GSM1701032	GSM1701033	GSM1701034	GSM1701035	GSM1701036	GSM1701037	GSM1701038	GSM1701039	GSM1701040	GSM1701041	GSM1701042	GSM1701043	GSM1701044
CXCL2	3.54617	5.28857	7.41748	3.09643	2.76038	4.43222	4.23804	3.53985	3.24045	5.07787	11.3247	5.18278	11.2102	11.3618	10.9978	9.32367	11.7515	10.2717	10.5679	11.3854
EREG	1.79674	2.34793	2.18437	1.92015	1.93086	2.16721	1.94046	2.23706	1.90799	2.30608	2.30608	1.89543	1.68225	3.08749	2.52477	1.80113	2.13337	2.03146	2.04233	1.91988
AGBL2	5.77948	5.64812	4.90875	3.7081	4.13837	6.84216	4.55139	7.3605	4.83616	3.79864	9.55517	10.2351	10.0512	6.73255	10.6515	11.3582	10.1262	11.636	10.1767	7.27789
ZBBX	2.75816	5.85367	2.74952	3.08121	2.82306	2.96893	3.34492	4.07115	3.72405	2.85064	8.92793	8.4872	8.67762	6.60695	9.49668	9.69548	9.28198	9.9639	8.38302	5.51578
MPPED2	4.41931	8.23558	5.29877	7.20517	6.35085	7.1678	6.03519	6.07133	9.29373	3.69571	8.30434	9.77204	9.34748	3.11339	9.00593	10.0091	9.28852	9.25504	8.65005	8.23652
RPL18A	6.00006	6.57225	6.57225	6.42562	6.36775	5.48636	6.47199	6.75756	6.68015	6.149	6.13084	5.80015	5.77421	7.19719	6.03121	5.30746	6.58803	5.52267	5.77863	6.38062
SNORA68	6.00006	6.57225	6.57225	6.42562	6.36775	5.48636	6.47199	6.75756	6.68015	6.149	6.13084	5.80015	5.77421	7.19719	6.03121	5.30746	6.58803	5.52267	5.77863	6.38062
EIF5A	5.85274	5.92872	3.539	3.17821	3.40258	3.58673	2.82807	4.34185	5.31154	3.36765	3.43316	4.00492	4.03024	4.32816	4.13831	2.76422	3.45534	3.76868	3.44625	4.32082
BNC1	2.25646	1.79248	4.19761	1.95841	1.87392	1.91864	1.94012	1.93783	2.42552	1.72562	2.07608	1.91636	3.25202	2.67781	1.96276	2.1286	2.12615	1.68395	1.67521	1.88646
GYG2	8.63367	4.22217	7.59699	9.84147	8.19122	8.33849	7.2043	8.04061	9.00485	6.92593	9.66739	9.64492	9.73692	5.83394	8.35614	9.75203	10.1678	10.4895	10.4028	7.65049
ITGB1	3.76816	6.61344	3.23209	4.43526	2.71933	4.25123	3.62772	2.52238	5.94898	2.96404	3.06577	6.06642	5.01525	2.44323	2.1675	3.73638	3.53828	2.19052	2.66441	3.4836
SLC40A1	7.07916	10.189	10.8918	8.9395	7.33844	10.1582	7.49844	8.84698	10.7493	7.80032	11.6925	11.7601	12.3312	10.5112	10.8983	12.5591	12.2605	11.1313	12.1335	10.9929
FOSB	12.0785	7.38115	6.04353	4.00905	4.76749	4.8261	5.8136	7.58635	5.4983	7.39418	11.5788	9.23386	10.8974	11.1548	8.02644	8.88122	10.9192	11.3988	11.8065	11.7877
ADGB	1.93292	3.97737	2.04294	1.76433	1.76785	2.22961	2.47351	2.10013	1.92351	1.98518	8.59585	7.97507	7.82082	4.68469	9.11718	9.66121	8.46958	9.81798	8.27052	4.61165
SAXO2	2.31963	3.74019	2.76854	2.77684	2.76078	2.59723	2.30855	2.86103	3.48136	2.85085	8.6001	9.42122	9.44008	3.32533	9.32629	10.0989	9.96363	9.75196	8.1181	5.57325
INSR	9.81069	10.04	9.77699	9.96558	9.9371	8.47629	11.0792	10.8556	10.3671	11.1946	11.434	11.5464	11.2581	9.83826	11.6519	11.5529	10.9297	11.7356	11.5343	10.7694
GLRX3	4.77084	7.04592	4.35547	4.84751	5.0534	3.88766	3.67296	3.72632	5.88861	3.50862	3.59608	4.34551	4.66906	3.30241	4.46891	3.06245	3.758	4.02176	3.22231	4.23965
ANLN	6.78708	8.70112	6.7622	8.02552	7.61863	7.15452	5.31838	5.8247	8.32948	2.80417	2.10693	5.14663	2.84511	2.56236	2.45936	2.51702	3.58725	2.52374	2.65752	2.34072
NXF3	2.03595	3.03242	3.15778	3.27166	3.01837	6.14033	2.9626	5.34331	2.27454	3.69868	9.12947	8.06749	8.87608	4.50761	9.27897	9.39481	8.84524	9.24996	9.09968	7.79129
MGST1	2.46059	2.00917	3.01664	1.74114	1.90799	1.97078	2.0356	2.00952	2.70321	1.95917	1.67779	2.84696	2.53736	2.95215	2.02078	2.29224	2.27268	2.11998	2.04266	1.81831
TMPRSS3	8.6335	6.60419	8.94503	8.03635	7.32583	7.95777	8.53762	8.87336	6.63576	8.93378	6.4201	8.19852	8.04361	3.51702	6.21421	7.31803	7.49205	7.02229	6.31462	6.3706
C4A	9.55222	7.25417	10.663	8.74791	7.56035	8.3126	11.492	7.87504	10.6293	10.1438	12.3717	8.83215	11.1925	11.141	10.9115	12.1904	11.9881	12.2051	12.1758	12.1042
C4B	9.55222	7.25417	10.663	8.74791	7.56035	8.3126	11.492	7.87504	10.6293	10.1438	12.3717	8.83215	11.1925	11.141	10.9115	12.1904	11.9881	12.2051	12.1758	12.1042
C4B_2	9.55222	7.25417	10.663	8.74791	7.56035	8.3126	11.492	7.87504	10.6293	10.1438	12.3717	8.83215	11.1925	11.141	10.9115	12.1904	11.9881	12.2051	12.1758	12.1042
HSPA8	5.55813	8.53692	5.16225	5.77802	5.50487	5.18695	4.16085	4.67368	8.58607	2.74133	4.29509	7.98643	7.9077	4.89347	5.41954	6.11972	8.00834	6.08332	5.21158	5.55545
SNORD14C	5.55813	8.53692	5.16225	5.77802	5.50487	5.18695	4.16085	4.67368	8.58607	2.74133	4.29509	7.98643	7.9077	4.89347	5.41954	6.11972	8.00834	6.08332	5.21158	5.55545
SNORD14D	5.55813	8.53692	5.16225	5.77802	5.50487	5.18695	4.16085	4.67368	8.58607	2.74133	4.29509	7.98643	7.9077	4.89347	5.41954	6.11972	8.00834	6.08332	5.21158	5.55545
SLC16A1	3.48779	3.75238	3.98655	3.65573	3.50283	3.28093	3.34248	4.32096	5.14565	3.17528	2.57065	3.51086	3.18136	2.95826	2.68403	2.6444	3.30011	3.04623	3.01134	3.14563
CLU	9.49488	11.4445	9.69564	7.0551	9.24725	9.11746	10.8016	9.48951	10.1361	10.4342	10.2508	11.0484	11.3927	9.32841	11.0736	11.4775	11.332	10.0782	11.2812	11.554
HMGA2	6.93559	3.57609	4.66871	7.89801	5.38367	6.49762	7.95309	5.73497	3.90033	5.45458	3.77681	4.193	4.35909	3.82786	4.46789	4.04135	4.34056	3.85914	4.20678	3.94481
ASPH	3.74908	5.31314	3.11729	3.02044	4.38124	5.53301	3.60391	3.97364	6.27203	2.65954	3.41475	6.09108	4.61055	2.9184	3.58237	3.7765	4.91902	4.23788	4.23425	3.55582
PGK1	3.05651	6.96309	3.46095	3.9	2.66664	3.48719	2.53793	2.71188	6.24057	1.95917	2.60125	4.68935	3.72179	2.42864	2.15291	3.01531	3.36896	2.89477	2.22824	2.61731
CXCL8	3.18153	6.21147	8.24877	4.44076	3.59558	8.02154	4.8518	2.74925	5.60941	4.40638	10.6171	3.99463	9.90093	11.3771	7.70888	6.2796	10.5413	6.04899	6.24597	10.6031
SELENOT	4.28837	5.47899	2.85102	3.71206	2.55297	3.74369	2.66529	3.78686	5.2128	2.84082	2.82587	3.79203	3.40883	4.02498	3.19186	3.64463	4.51833	2.67452	2.74792	3.45213
HLA-DPA1	8.5248	9.66584	10.7515	9.30711	8.25154	7.24039	9.22045	9.0097	9.99407	9.94326	12.2197	11.2117	12.0224	8.9501	11.9134	12.4699	11.2677	10.5854	12.0084	12.4564
PBK	3.56213	5.17958	5.25133	8.1502	7.12398	6.56686	4.21286	3.94728	8.13179	3.22127	2.09064	4.23355	2.04814	2.44767	2.30234	1.77947	2.39703	2.0129	2.55049	2.87473
CYP4B1	8.91409	9.35835	6.90611	7.41684	10.6212	7.57402	4.99652	9.37321	8.09473	6.41121	6.01559	8.92175	9.43727	3.30894	9.27608	8.798	7.36231	7.76999	5.3244	5.27229
VWA3B	2.38738	4.84099	2.50901	2.45036	2.17846	2.39021	1.73082	2.45758	3.31052	2.04073	8.29202	7.57196	8.43721	3.02716	8.97798	9.80947	9.14034	9.50652	7.45994	5.14959
IGHG1	13.2458	7.50856	3.73446	9.0932	8.02593	8.02193	11.7551	8.34871	7.09234	8.96629	10.5364	7.95601	7.22043	3.69287	4.00982	6.19868	3.73579	7.36956	5.88497	10.174
IGHG2	13.2458	7.50856	3.73446	9.0932	8.02593	8.02193	11.7551	8.34871	7.09234	8.96629	10.5364	7.95601	7.22043	3.69287	4.00982	6.19868	3.73579	7.36956	5.88497	10.174
IGHM	13.2458	7.50856	3.73446	9.0932	8.02593	8.02193	11.7551	8.34871	7.09234	8.96629	10.5364	7.95601	7.22043	3.69287	4.00982	6.19868	3.73579	7.36956	5.88497	10.174
IGHV4-31	13.2458	7.50856	3.73446	9.0932	8.02593	8.02193	11.7551	8.34871	7.09234	8.96629	10.5364	7.95601	7.22043	3.69287	4.00982	6.19868	3.73579	7.36956	5.88497	10.174
MIR8071-1	13.2458	7.50856	3.73446	9.0932	8.02593	8.02193	11.7551	8.34871	7.09234	8.96629	10.5364	7.95601	7.22043	3.69287	4.00982	6.19868	3.73579	7.36956	5.88497	10.174
MIR8071-2	13.2458	7.50856	3.73446	9.0932	8.02593	8.02193	11.7551	8.34871	7.09234	8.96629	10.5364	7.95601	7.22043	3.69287	4.00982	6.19868	3.73579	7.36956	5.88497	10.174
GRAMD1C	8.87752	7.47984	8.75662	6.49837	7.07489	7.92638	7.52637	8.5836	6.17118	8.11276	9.55983	9.30464	9.60808	4.73687	9.96717	10.2057	10.0042	9.90425	9.60076	8.48357
C6	3.47062	3.66444	3.13198	3.0356	3.59929	3.44309	3.36438	3.27039	3.3575	3.11787	9.31618	8.76404	9.62166	6.44363	9.63214	10.5255	10.3215	9.48136	8.42186	6.95338
CCDC113	6.66663	9.67878	4.96642	7.18349	6.16977	6.74165	5.55698	6.80966	7.93056	5.76455	9.9193	11.3891	10.695	2.80879	10.3996	11.2151	11.2338	11.3098	9.85241	8.28175
AREG	4.45914	8.54841	2.98203	4.16092	2.71627	3.02925	2.85341	3.63116	4.52824	4.16092	9.65985	4.11912	6.93156	8.13353	4.96145	4.22852	8.36016	6.56268	7.1802	9.78112
ID1	8.7116	4.34381	4.13097	3.96464	2.9199	2.84231	6.15263	3.44239	2.77415	3.18869	5.05248	3.78027	3.7041	3.30241	3.43419	3.111	3.60177	3.48923	3.91884	3.15825
TNC	4.34163	8.81074	6.50177	6.69652	3.86366	4.56097	2.99506	2.8131	3.26086	3.23356	2.86297	3.76686	3.56703	2.9424	3.47044	2.49366	2.57312	2.35725	2.05124	6.01015
FOLR1	9.35946	10.2056	9.57886	5.15362	10.4545	5.62488	9.74428	5.16222	3.47437	10.2271	7.682	9.06564	9.16201	5.40469	8.61361	8.06438	7.6818	7.22657	6.60118	7.30294
SUMO3	6.79164	7.70553	4.94215	6.38254	5.26168	5.75434	5.34242	5.23031	6.41515	5.17134	5.4195	6.21488	5.9083	4.99346	5.48551	5.41247	5.8706	5.24864	5.45561	5.36344
SUMO2	6.79164	7.70553	4.94215	6.38254	5.26168	5.75434	5.34242	5.23031	6.41515	5.17134	5.4195	6.21488	5.9083	4.99346	5.48551	5.41247	5.8706	5.24864	5.45561	5.36344
LOC101929087	6.79164	7.70553	4.94215	6.38254	5.26168	5.75434	5.34242	5.23031	6.41515	5.17134	5.4195	6.21488	5.9083	4.99346	5.48551	5.41247	5.8706	5.24864	5.45561	5.36344
TTC25	6.62363	7.21727	4.98423	5.06871	5.33247	5.1742	5.88305	5.29006	4.66981	5.09237	9.81949	9.28152	9.87263	7.55948	10.6684	10.9685	10.1465	11.0069	9.91428	7.39815
NETO2	2.51928	2.12752	2.21266	2.59347	2.29865	2.20361	2.23916	2.74984	2.10766	1.89599	1.65174	1.73552	1.7801	1.96593	1.7801	1.62697	1.72442	2.00699	1.62095	2.25407
PTPRC	4.64601	4.82105	6.56183	5.68921	2.66664	3.85404	4.14207	5.55924	7.90367	4.58985	7.77533	8.50108	7.35506	4.96404	7.1311	7.8574	8.12205	7.49206	8.20168	9.91732
RIPOR2	3.40855	5.82644	2.84701	4.04246	3.94065	3.1105	2.66664	3.35518	4.29156	3.35353	8.24678	9.08943	9.05165	5.33203	9.0126	9.75026	9.92634	9.60717	7.79612	7.21617
PPA2	4.22513	5.93096	3.98756	4.69825	3.93925	4.19373	3.49792	3.12956	4.84264	3.08505	3.75892	5.50894	5.79721	4.31372	3.07608	4.86571	5.42758	4.29986	3.61574	4.80758
ANP32A	2.03442	2.05923	2.53853	2.13508	2.1468	2.42462	2.02261	1.78556	2.01526	1.73867	1.86486	1.98533	1.78923	2.22173	1.92742	1.98154	2.13649	2.12039	1.56428	1.81831
CHI3L1	6.52718	8.75118	7.68442	9.00851	8.16821	8.28931	6.70582	6.68266	7.4415	7.5925	7.46613	7.34584	8.63164	10.056	7.57533	8.77262	7.49215	7.52279	9.56498	8.05736
VTCN1	4.77084	10.8642	6.17256	9.48862	9.27094	8.83459	4.31732	3.38893	10.2314	4.97752	6.66784	7.96583	8.65951	5.47584	6.77016	8.71736	8.7228	7.23762	5.95624	6.803
HLA-DRB1	7.50155	10.0273	10.3416	7.14594	8.27658	6.39828	7.38706	8.09877	8.77466	8.69303	11.1769	10.2919	11.5864	8.69398	10.8732	10.4888	10.4134	9.73296	10.6008	11.5659
HLA-DRB4	7.50155	10.0273	10.3416	7.14594	8.27658	6.39828	7.38706	8.09877	8.77466	8.69303	11.1769	10.2919	11.5864	8.69398	10.8732	10.4888	10.4134	9.73296	10.6008	11.5659
HLA-DRB5	7.50155	10.0273	10.3416	7.14594	8.27658	6.39828	7.38706	8.09877	8.77466	8.69303	11.1769	10.2919	11.5864	8.69398	10.8732	10.4888	10.4134	9.73296	10.6008	11.5659
DCBLD2	3.46948	4.08765	4.07919	4.65954	6.00172	3.22554	4.84378	4.74709	4.35197	4.85679	4.1977	3.81936	3.5269	2.45213	4.01891	3.58468	3.53157	3.64572	2.61967	3.67263
PSPH	3.66658	7.56823	2.4469	5.67237	4.05375	2.07492	1.94012	2.50306	2.03317	3.59845	4.51354	6.13038	2.08478	2.01266	5.36647	2.03317	3.07171	5.73871	2.54735	3.79738
NELL2	6.66502	4.81033	5.71275	4.24568	4.00905	5.08176	6.13712	9.3743	5.55563	5.31646	10.3041	10.9356	11.0095	4.82161	9.96045	11.8877	11.6077	10.8325	8.96424	8.1064
MUC4	9.88526	7.77617	9.29262	5.78832	2.73798	8.21603	7.26104	4.50286	3.14871	7.67762	7.49822	6.88716	8.28407	4.01954	7.38421	9.6361	6.01943	9.25459	7.88006	6.01943
HSP90AB1	4.73582	5.29421	5.11602	4.33123	4.80062	3.67512	6.0966	4.51037	4.9284	5.50755	4.52429	5.58512	5.82368	4.17508	5.13269	5.66272	4.75921	5.17849	3.66822	4.53735
MUC16	8.71817	10.9356	8.90244	9.40293	10.0567	9.35187	10.1014	7.47006	6.53803	9.20894	6.82497	6.38565	8.117	3.74965	7.199	8.76438	6.43921	6.85152	5.63796	7.02065
TCTEX1D1	1.91218	4.32402	2.45495	2.13082	2.12284	2.55491	1.94012	2.62994	2.24354	2.05148	7.07206	9.00823	7.71876	2.96056	7.9744	8.91921	8.08393	9.54011	7.97217	3.71579
PLOD2	4.46981	3.67415	4.52708	6.80238	3.71461	3.79575	4.75486	3.1618	8.07906	3.01695	3.66819	5.80439	4.10366	3.75985	4.56107	4.47296	4.51908	4.51679	5.36176	4.00109
RHOU	9.45772	9.70727	9.17129	7.94661	8.19592	7.37509	8.14536	9.6342	8.98138	8.80039	8.55062	10.905	10.1338	3.14298	9.62277	9.68074	9.64365	9.54211	9.64324	9.09044
MRPS12	5.74363	7.43857	4.56805	5.04215	4.30667	4.41747	5.12246	5.51687	5.54201	3.97655	2.58995	3.67335	4.00753	3.88317	3.25022	3.45725	4.18441	3.27535	2.96426	3.79095
LGALS1	6.43032	6.75618	6.73913	7.78172	7.9366	6.91584	6.60583	6.11324	7.0583	5.75051	5.7301	5.98673	6.31076	4.60376	5.4801	5.37717	4.94665	5.95132	5.1435	6.94059
CD58	2.67709	3.79972	3.49547	3.74808	2.86299	4.3623	3.43361	2.83928	4.16719	2.99555	3.36242	3.73443	3.46634	3.85916	3.19513	3.19741	3.82106	3.21089	2.94853	3.64081
TSGA10	2.58733	5.77645	2.7663	3.30933	3.1268	4.00475	2.81642	3.6397	3.7854	2.00149	7.11445	7.91457	7.65214	3.90555	8.51123	8.80107	8.28634	8.65945	7.69934	4.65875
HNRNPC	4.33409	5.62793	5.18512	4.39967	5.20944	4.54927	5.34026	6.00633	5.77139	4.50184	4.65882	5.30576	4.97154	4.05311	4.7993	4.9627	4.51348	4.75757	4.37168	4.68158
FABP6	4.46981	4.54848	3.26971	2.97288	2.96464	3.24933	6.33456	3.11427	2.90835	3.30185	8.03851	9.91164	9.71192	7.18812	10.1498	11.361	10.1112	10.708	8.63546	7.34448
HLA-DRB3	5.49229	8.42653	8.78617	5.22204	6.51556	4.75513	5.79955	6.55351	7.40521	7.41377	9.57276	8.83215	10.3139	5.81937	9.19409	9.56235	9.08979	8.2146	9.02887	10.2111
DNAI2	3.36576	2.68014	2.91381	3.32259	2.8891	2.67405	3.35137	2.59617	2.15538	2.71878	8.22417	7.92253	8.44835	4.59633	8.37644	9.49649	8.49944	9.06182	7.58191	5.23533
RHEB	5.83935	8.20282	3.99807	4.02196	3.57051	4.82011	2.92902	3.6121	5.92772	3.25596	4.39759	4.42246	3.72822	3.05897	3.18336	4.25135	3.51129	2.94635	3.50542	4.75251
AIDA	3.46752	4.27784	3.71323	3.21179	2.7403	3.20433	2.40707	3.53974	7.51576	2.89076	2.65403	4.9023	3.80584	2.63048	2.75269	3.22383	4.6927	3.17811	4.18342	4.15224
NAA15	3.12344	4.35448	2.57595	2.13401	2.09605	2.02446	2.21534	1.7806	3.0745	2.52329	2.33965	3.13813	2.79251	2.04946	2.94939	3.00593	2.81915	3.24244	2.42852	2.94565
NT5E	4.42989	4.51045	4.77118	4.7459	4.65317	3.72094	3.55476	3.65845	4.88386	3.28163	5.07525	5.7853	5.64016	4.01007	5.57796	5.52615	6.76355	6.13933	3.78456	4.63409
PROCR	5.95312	3.78258	4.06851	3.6817	3.1883	3.19928	3.01333	3.20161	2.86737	3.35139	3.53344	4.18499	4.5889	2.70461	4.1233	3.68178	4.20977	3.41716	3.29403	3.73592
CEP55	6.64525	7.2989	5.96282	6.9952	6.37973	5.06996	4.9768	5.93922	7.92485	3.11494	1.55201	3.41134	2.9224	2.8571	2.70938	2.40212	2.41062	2.60421	1.85422	3.02776
PHLDA1	4.95361	4.8488	4.15134	7.70607	5.98069	6.15002	4.12011	5.42649	4.80389	3.57471	5.80002	4.11884	5.71238	6.10154	5.0425	4.61495	4.14046	4.90994	4.51184	8.12719
RRM2	6.85601	8.89125	7.73725	9.81156	8.6172	8.36929	4.67209	8.63385	10.5211	4.7248	4.42353	7.97198	5.96392	3.71515	5.58782	4.94405	6.15421	2.98282	4.44952	5.80172
PTGS2	2.13645	2.2577	1.87161	2.51178	1.97426	2.28407	2.42839	3.24737	3.35709	3.19693	5.75045	8.58378	8.45232	6.31507	4.61646	6.37095	6.76233	6.99886	8.40003	6.93708
SPAG8	5.27802	6.24922	4.63375	5.44957	4.33425	5.10802	3.91175	4.28965	4.80522	3.88039	8.73823	8.92027	8.66167	4.98456	9.04611	10.2009	8.47049	10.005	8.11235	5.70613
P4HB	3.18368	4.30428	2.75277	2.64836	2.89886	3.34299	1.83364	2.92374	3.17208	2.75945	2.52832	2.8907	3.5039	3.1931	2.6612	2.63237	2.91548	2.99154	2.54611	2.27346
SERPING1	9.54765	8.13418	6.82985	8.15886	8.09662	7.72684	10.392	8.45407	7.60972	10.0979	10.1586	8.01603	9.7264	8.83672	8.59253	10.6409	10.1129	9.89926	10.0858	10.2394
IGLC1	12.6212	7.71023	3.48362	9.25588	8.18703	5.90892	11.0749	7.16996	6.27141	7.64054	9.86757	8.09075	6.39664	5.12647	4.12697	6.19939	3.88213	7.06284	8.01544	10.0709
KPNB1	5.73934	5.59219	5.02302	5.37084	5.45184	4.65345	4.5938	5.82999	5.37775	5.32516	5.35928	5.2087	5.02885	5.13047	4.93514	5.42457	5.64448	4.76361	5.4594	5.23787
TOP2A	8.49941	8.52359	6.76215	7.86749	8.31335	6.65541	7.32786	8.4075	8.41784	5.23215	2.26074	4.92649	3.30269	2.67445	3.39984	2.85663	3.82106	2.561	2.66664	3.79627
RHOA	3.61971	4.55952	3.33023	3.69008	3.94838	3.04793	3.29351	3.48514	4.92708	3.42717	2.59247	4.24097	3.95613	3.8731	4.01822	2.9099	4.05382	3.7448	3.6224	3.79627
CFAP53	4.14363	6.22861	4.0754	3.83505	4.86915	5.19958	4.93048	5.10979	4.06936	4.2279	9.14776	9.37121	9.27725	6.56754	9.35333	10.3366	9.45265	10.0172	7.94338	5.87525
LSM4	4.45674	4.90755	4.00905	4.36237	4.60118	4.35265	3.03939	3.51511	4.36237	3.61847	2.86048	3.52695	3.58079	4.46642	3.54881	3.40553	3.46144	3.69924	3.91324	3.75971
CYP3A5	2.83044	2.77086	3.43146	3.38824	8.43592	8.19411	2.87165	3.58868	1.88386	2.8318	8.72206	4.12658	7.02943	8.8121	8.4854	7.79877	9.20984	6.42941	7.60559	7.811
PRKDC	4.46981	5.03833	3.43014	2.9769	3.42098	3.47319	3.17991	3.38726	5.37475	3.15052	2.7116	4.23404	2.97721	3.74278	3.50445	2.90104	3.95248	3.35898	3.05365	3.0385
